export_id,id,title,category,category_label,section,source,keywords,content,last_updated
83,1763482878170,Call Structure – Reminder Guide,collections-account,Collections & Account Status Management,Manual Entry,Manual Entry,call structure | opening | closure | open ended questions | call flow | conversation | call,"1. Introduction

Introduce yourself and the company.

Complete DPA/security checks.

Advise the customer that calls are recorded (outbound calls).

2. Middle of the Call (Information Gathering)

Use open questions to understand the customer’s situation:

“How can I help you today?”

“What has caused you to miss payments?”

“Has anything changed in your circumstances recently?”

“Is your situation likely to change in the near future?”

“What steps are you taking to improve your situation?”

Keep the conversation focused, supportive, and non-judgmental.

3. Resolution

Explore what the customer’s situation allows them to do:

Do they need time to assess their finances or seek advice?

If they have income, how much can they reasonably pay toward their debt?

Can the customer make a realistic offer?

If not, consider completing an Income & Expenditure (I&E) with them.

Can they make a token payment during the call as a sign of goodwill?

Your aim is to reach a fair and sustainable solution based on their circumstances.

4. Call Closure

Before ending the call, confirm the following clearly:

The resolution/solution agreed

The terms (amounts, dates, frequency)

Whether an email will be sent confirming the arrangement

The consequences of not maintaining the arrangement, such as:

Issuing a pending default notice to credit reference agencies

Instructing a third-party debt recovery agency

Cancelling the arrangement and returning the account to collections

Set clear expectations:

Who will contact them

When they will be contacted

How we will communicate about upcoming payments or failed payments

Always close by asking:
“Is there anything else I can help you with today?”",2025-11-18
84,1763483097125,What are the consequences of non-payment?,collections-account,Collections & Account Status Management,Manual Entry,Manual Entry,consequences | non-payment | non payment | failed arrangement | default notice | debt recovery | debt agency | failed payment,"1. Arrangement Cancelled

If the customer misses a payment or breaks the terms of the plan:

The current payment arrangement will be cancelled.

The account will return to active collections, meaning further contact attempts may be made to resolve the arrears.

You should always tell the customer:

“If the agreed payment is not made, the arrangement may be cancelled and your account will return to collections for further action.”


2. Pending Default Notice Issued

If the account continues to remain unpaid:

A Pending Default Notice may be issued.

This is a formal warning that a default could be recorded if no action is taken.

It gives the customer an opportunity to bring the account back in line before a default is applied.

This should be explained clearly:

“If the arrears are not resolved, we may issue a Pending Default Notice which is a formal step before a default is registered with credit reference agencies.”


3. Default Registered with Credit Reference Agencies

If the customer still fails to contact us or make payments:

A default may be registered on their credit file.

This will remain on their credit report for six years.

It can affect their ability to obtain credit, mortgages, phone contracts, or other financial services.

Explain simply:

“A default can impact your credit rating for six years and may affect future borrowing.”


4. Third-Party Debt Recovery Agency Instructed

If the account cannot be resolved directly:

The debt may be transferred to a licensed third-party debt recovery agency.

The customer will then be contacted by the agency, not us.

The agency may use their own contact processes to recover the balance.

Explain clearly and calmly:

“If the account remains unpaid, it may be passed to a third-party debt recovery agency who will continue recovery efforts.”


5. Additional Collections Activity

Depending on the customer’s behaviour and account history, further action may include:

Increased outbound contact to try to engage the customer

Written correspondence outlining the arrears and next steps

Reassessment of the customer’s affordability if they re-engage

These actions should always be proportionate, fair, and compliant with regulatory requirements.


6. Potential Legal Action (if applicable to your business)

If your organisation uses legal recovery routes, consequences may also include:

Escalation to the legal team for pre-legal assessment

The possibility of a County Court Judgment (CCJ)

Further enforcement if a CCJ remains unpaid

Only include this section if legal routes are used. If not, I can remove or adapt it.


7. Impact on Future Lending

If the customer continues to default or shows poor repayment behaviour:

They may be restricted from future borrowing

Their account may be flagged internally

They may be declined for new applications until the debt is resolved

Explain in simple terms:

“Non-payment can affect future lending decisions with us.”

Summary to Read to Customers

Here’s a simplified version for agents to use during calls:

“If the payment isn’t made, the arrangement may be cancelled and your account will return to collections.
If it remains unpaid, we may issue a Pending Default Notice which can lead to a default being registered on your credit file for six years.
The account may also be passed to a third-party debt recovery agency.
It’s really important we work together to agree a plan that is realistic and sustainable for you.”",2025-11-18
85,1763483660577,Can I change my password on my account?,application-processing,Application Processing & General Operations,Manual Entry,Manual Entry,password update | change password | password,"Yes. You can update your password at any time by logging into your online account at www.ticktockloans.com.

Once logged in, go to the “My Profile” section, where you will be able to change your password to something more memorable and secure.",2025-11-18
86,1763483794456,Do you accept credit cards?,collections-account,Collections & Account Status Management,Manual Entry,Manual Entry,credit card | debit card | card update,"No. We do not accept credit cards as a payment method.

This is to ensure we comply with regulatory expectations, as customers should not use credit to repay credit, which could worsen their financial situation.",2025-11-18
87,1763484019184,Can I change the email address or phone number on theaccount?,application-processing,Application Processing & General Operations,Manual Entry,Manual Entry,mobile number | updating contact details | telephone number,"Yes. You can update the contact details; however, for security reasons we must first speak to the customer on the mobile number currently registered on the account.

Once we’ve verified the customers identity through that number, we can override the existing details and update the email address or phone number.",2025-11-18
88,1763484574473,What Debt Recovery Agencies do we use?,customer-portal,Customer Portal & Login Issues,Manual Entry,Manual Entry,DRA | DCA | CRS | Digital DRA | UKS | UK Search | external recoveries | external collections,"Credit Resource Solutions (CRS)

Phone: 01422 324 510 
Email: sales@creditresourcesolutions.co.uk
Postal Address: Second Floor, G Mill, Dean Clough, Halifax, West Yorkshire, HX3 5AX 
Complaints Email: complaints@creditresourcesolutions.co.uk
Website: paycrs.co.uk

Opening Hours: Mon–Fri, 08:00–18:00; Sat, 09:30–12:30 (as per their contact centre) 
paycrs.co.uk

UK Search

Phone: 01246 488 924 
Email (General / Customer): [email protected] 
Address: 4 Gander Lane, Chesterfield, S43 4PZ 
Opening Hours:Monday–Thursday: 09:00–19:00 Friday: 09:00–17:00 Saturday: 09:00–13:00 

Digital DRA (The Digital Debt Resolution Agency)

Website / Portal: https://www.digitaldra.co.uk/
Registered Office: Office 5, Elsie Whiteley Innovation Centre, Hopwood Lane, Halifax, HX1 5ER 
Email: info@digitaldra.co.uk
Support / Portal Contact: Customers can raise queries via their Customer Portal or by replying to the last email / SMS contact. 
",2025-11-18
89,1763484900719,Do we accept direct debit?,application-processing,Application Processing & General Operations,Manual Entry,Manual Entry,DD | direct debit | CPA | continuous payment authority | mandate,"No 

Our primary automatic payment method is Continuous Payment Authority (CPA), which requires the customer’s consent to allow payments to be collected automatically.

Customers can also choose manual collection, where they must call us to process each payment.

If a customer prefers to pay by other methods, bank transfer is available. However, this option cannot be used at the application stage, as CPA is required as part of the loan application process.",2025-11-18
90,1763733571577,What is a Subject Access Request (SAR)?,security-verification,"Security, Verification & Data Requests",Manual Entry,Manual Entry,DSAR | subject access request | SAR | data request,"A Subject Access Request is a request made by an individual for access to the personal data an organisation holds about them.
SARs fall under the UK GDPR and Data Protection Act 2018.

A SAR can be:

Written (email, letter, webform)

Verbal (phone call, in person)

Made to any staff member — not just the Data Protection Officer

No special wording is required. If a customer says anything like “I want my data”, it may be a valid SAR.",2025-11-21
91,1763733629276,Identifying a Valid SAR,security-verification,"Security, Verification & Data Requests",Manual Entry,Manual Entry,data | customer information | call recordings | DSAR | SAR | DPA,"A request is a SAR if the individual asks for:

“Everything you hold about me”

“All my notes, calls, emails, recordings”

“Any personal data you have on me”

“A copy of my information”

If unsure, treat it as a SAR and escalate.",2025-11-21
92,1763735568309,DSAR (Data Subject Access Request) Process,security-verification,"Security, Verification & Data Requests",Manual Entry,Manual Entry,DSAR | SAR | Process | Subject access request | data request | information request,"Step 1 — Acknowledge the Request

Thank the customer and confirm that we can help.

Advise that we will need to log the request for processing.

If on a call, note that the request is verbal — this is still valid.

Step 2 — Raise the Correct Task

Agents must raise a Complaint – Subject Access Request task.
This must be assigned to Alex Cross to action all DSAR responses.

This step is mandatory for every DSAR, regardless of channel or phrasing.

Step 3 — Inform the Customer of the Timescales

Provide the standard timeframe information:

We must respond within one month of receiving the request.

If the request is complex or involves large volumes of data, we may need to extend the deadline by up to two additional months.

If an extension is needed, the customer must be informed within the first month.

3. Identity Verification

Before data can be released, identity must be verified.
Follow our standard security checks.
If identity can't be safely confirmed, the timeframe is paused until verification is completed.

4. What Happens After the Task Is Raised

Handled by Alex Cross:

Logging the DSAR

Gathering all relevant data (notes, correspondence, call recordings, documents)

Reviewing and redacting where needed

Preparing the DSAR response pack

Sending securely to the customer

Closing the complaint task

Recording completion in the SAR log

Agents do not prepare, review, or send DSAR information themselves.

5. What to Avoid

Never refuse a request because it’s verbal

Never send personal data directly

Never promise specific data points (e.g., “we definitely have that call recording”)

Never delay raising the task — the one-month timeframe starts immediately upon receipt

6. Standard Script Example (Optional for Agents)

“I can help with that. I’ll log a Subject Access Request for you today. We must respond within one month, and if the request is complex we may extend by up to two additional months — but we would let you know within the first month if that’s needed.”",2025-11-21
